CoralNet ID,Count,CoralNet Name,Mermaid Name
220,1646,Codium,Codium
2791,1643,Scuzz,
8425,1641,gear,
2100,1632,CREP-T1 Tape/Wand,Other
9609,1628,Porites branching yellow morphology healthY,
3194,1608,Cirripedia - Barnacle,
422,1599,Dictyosphaeria,Dictyosphaeria
9725,1585,Fedtemoeg,
663,1584,Red sponge,
2450,1579,Pseudopterogorgia sp,
2467,1577,Bleaching,
465,1571,Dictyopteris,Dictyopteris
4706,1568,Diver,
344,1567,Echinoderms: Sea stars,Other invertebrates
3435,1559,Plating Coral,Hard coral
3514,1554,Unknown Coral,
5412,1549,Reef Star,
2485,1542,Bleached Acropora,Bleached coral
8373,1535,Stylophora wellsi,
4550,1522,Partial Bleaching,
221,1517,Acropora (corymbose),Acropora
7583,1513,Salmacina dysteri,
1469,1506,Ascidiella aspersa,
791,1490,CCA growing on hard substrate,
1265,1484,CRED-Foliose hard coral,Hard coral
8366,1484,Condition_Partial Mortality,
5505,1482,Acropora Compound,
2356,1477,Seriatopora Branching,
1796,1469,Chondrilla spp.,Chondrilla
5367,1459,Acropora cf. pulchra (bleached),
6871,1456,Padina boergesenii,Padina boergesenii
2469,1430,Substrate,
10394,1428,Low resolution,
1320,1426,CRED-Tunicate,Tunicate
5879,1426,Acropora Branching Bleached,
8849,1410,Xenia cf crassa Paling,
3619,1410,Sponge: Tubular,
5195,1406,turf_sedimented,
637,1404,Tridacna: Giant clam,Tridacna giant clam
9392,1403,Carpophyllum plumosum,
7580,1402,Cradoscrupocellaria bertholletii,
6103,1399,Laminaria setchellii,
2567,1387,Epiphytic algae,
5670,1383,Barrel Sponge,
1267,1380,CRED-Free-living hard coral,Hard coral
196,1377,Pectinia,Pectinia
4917,1369,Bleached Colpophyllia natans,
2052,1352,Litophyton,
6742,1341,Poor photo/dark/unidentifiable,
2461,1336,Benthic Microalgae on Sand,Macroalgae
5040,1336,Wand_TWS,
6833,1334,Distaplia corolla,
7812,1333,Cystophora Torulosa,
8382,1327,Corallina/BAL,
1798,1325,Tube or Rod Sponge,Sponge
190,1319,Coscinaraea,Coscinaraea
176,1308,Alcyoniidae,
7090,1307,Reef - rock,
605,1299,Acropora (encrusting),Acropora
8058,1296,Thin plates raised skeletal,
1262,1280,CRED-Branching hard coral,Acroporidae
2465,1278,"Porites lobata, recently dead",
3641,1278,Turf Algae on Dead Coral (+ rubble),
2101,1272,CREP-T1 Unclassified/Unknown benthos,
432,1271,Avrainvillea,Avrainvillea
9018,1270,large filamentous cyanobacteria,
9591,1270,Red calcareous encrusting algae,
3333,1269,Sea Lettuce - Ulva Lactuca,
6612,1268,Calcified Macroalgae,
109,1267,Agariciidae,Agariciidae
2037,1254,Alveopora,Alveopora
2844,1247,Microbial mats,Microbial mats
4393,1243,Turf + Dictyota + Sediment,
3440,1241,Deep Substrate,
3686,1238,Didemnidae,
1328,1235,CRED-Caulerpa spp,Caulerpa
2899,1234,Macroalgae: Globose: brown: Colpomenia,
439,1230,Montipora flabellata,Montipora flabellata
9149,1223,thick filamentous cyanobacteria,
5881,1220,Acropora NonBranching Healthy,
3248,1216,Carijoa riisei,
1410,1210,Stylophora (branching),
3210,1209,Zooanthid,Zoanthid
2470,1206,Coral Culture Frame,
1879,1191,ARMS-CREP-Halimeda spp,
1936,1189,Heliopora coerulea,Heliopora coerulea
2514,1188,Rhodoliths,
6846,1186,Fucus serratus,
368,1178,Substrate: Unconsolidated (soft): sand/mud,Sand
3511,1177,Halcurias sp.,
1124,1176,Out of focus,
436,1173,Hypnea musciformis,Hypnea musciformis
1364,1172,Madracis auretenra,Madracis auretenra
511,1167,Codium fragile,
4589,1167,Dead Acropora (branching),
1603,1165,Individual Tunicates,
1441,1163,Cyanobacteria on rock or other substrates,
4315,1160,OUT,
3260,1141,Monanchora arbuscula,
8853,1132,Cladiella sp. Paling,
1034,1132,Leptastrea purpurea,Leptastrea purpurea
5332,1127,Benthic Cyanobacterial Mat,
3650,1127,Spirorbis_spp,
4804,1124,Fucus vesiculosus,
1919,1107,Caulerpa verticillata,
183,1097,Sponge (massive),Sponge
506,1097,Amphiroa beauvoisii,
4122,1093,Non-Acropora (Digitate),
1924,1092,Halimeda spp.,Halimeda
7716,1090,Loxechinus albus,
7795,1089,C barbata epiphyte,
7611,1085,Extreme Stain - Brown,
1962,1083,Goniastrea stelligera,Goniastrea stelligera
6675,1083,Montastraea cavernosa - Bleached,
1373,1071,Pseudodiploria clivosa,Pseudodiploria clivosa
1272,1066,CRED-Coscinaraea spp,Coscinaraea
6152,1064,Cover - Abundance of Live Isopora palifera,
7458,1060,Brown_algae_dark,
3499,1060,CRED-Astrea spp,
6855,1045,Bleached Phyllospadix sp.,
459,1042,Millepora bleached,
7465,1032,Green_turf,
5571,1032,Egregia menziesii,
1408,1029,BRA: Acropora Branching,
382,1024,Eusmilia fastigiata,Eusmilia fastigiata
1868,1023,Galaxaura,Galaxaura
7544,1011,Small Size Reef,
8866,1009,Pocillopora Purple Morphology bleached,
1596,1000,MASE: Porites,
3617,1000,Sponge: Massive,
1280,999,CRED-Fungia spp,Fungia
8367,981,Condition_Recent mortality,
3286,980,Spyridia filamentosa,Spyridia filamentosa
9685,980,Staghorn Rubble,
6720,975,Porites finger -Dead,
7012,974,Sessile invertebrate,
9218,971,Black Hole,
1773,970,Dendrogyra cylindrus,Dendrogyra cylindrus
449,966,Pocillopora grandis (eydouxi),Pocillopora grandis
9020,962,beaded filamentous cyanobacteria,
7662,961,Sarcopeltis skottsbergii,
3492,960,Drift algae,
1412,954,Acropora corymbose/tabular/plate,Acropora
4588,950,Dead Acropora (Tabulate),
2520,947,Lithophyton,
7786,945,Cystoseira crinita f. bosphorica,
4943,940,Shadow_TWS,
1439,940,Cyanobacteria smothering dead coral,Cyanobacteria
6684,935,Stephanocoenia intersepta - Bleached,
8080,931,Bleached Siderastrea siderea,
7104,928,bushy cylindrical red algae,
100,926,Other scleractinians,
1274,924,CRED-Diploastrea spp,Diploastrea
4602,924,Wrack,
6120,923,Odonthalia sp.,
6147,922,Cover - Abundance of Halimeda spp.,
6151,922,Cover - Abundance of Cyanobacteria,Cyanobacteria
4143,921,Didemnum sp,
10143,919,Fucus sp. Juvenil,
1360,917,Agaricia lamarcki,Agaricia lamarcki
9022,915,large pointed diatom chain,
1890,915,ARMS-CREP-Eggs,
5326,909,Arborescent Acro <20cm,
1386,907,Muricea spp.,Muricea
6694,903,Sea Urchin,
3459,901,Hard Coral Tabulate,Hard coral
813,898,sandy mud,Silt
5244,896,other_life,
1173,894,softcoral_xeniidae,
7020,889,Turf Algae-covered branching coral rubble,
8211,887,Encrusting bryozoans,
7816,884,Halopteris sp.,
5118,878,limestone_stable_substrate,Bare substrate
5506,873,Acropora Simple,
3275,871,Black Coral 1,
1040,868,Dictyosphaeria versluysii,Dictyosphaeria
5779,868,tunicado branco,
1282,862,CRED-Goniopora/Alveopora spp,Scleractinia
6579,856,Pavement - Turf Algae,
6207,856,Posidonia  oceanica,
4129,848,Green Macroalgae,
624,847,Halomitra,Halomitra
1953,845,Leptastrea spp.,
6071,844,Dictyota pulchella,
3359,843,Microalgae,
7818,841,Ralfsia/Brown crusts,
3369,838,Pebbles,
4913,837,Ostreidae,
792,831,CCA growing on rubble,Crustose coralline algae
1911,830,Rock_Pavement,Other
1571,826,Porites lutea,Porites lutea
10683,822,Ralfsia verrucosa,
5279,820,Foliose <20cm,
707,817,Crisia spp.,
2142,817,Dysidea sp,Dysidea
8216,816,Colonial ascidians,
3700,812,Porifera indet. or Ascidiacea indet.,
7333,808,Anomiidae,
9232,807,Beige encrusting sponge,
5503,798,dark red spot,
5005,796,Unknown-11,
3496,794,Terebellidae,
1737,791,symplegma brakenhielmi,
3487,788,Codium vermilara/fragile,
563,788,Golden Algae,
1801,787,Limestone free of overgrowth,
4813,786,Hymenena/Phycodrys,
4949,785,Ircinia strobilina,
78,784,Tubastrea,Tubastraea
3186,781,rubble coral,
980,781,Crambe Crambe,
7446,780,Crepipatella dilatata,
108,780,Meandroid (brain) corals,Hard coral
1604,778,"Thin, Foliose, Plating: Other",
7725,777,Lessonia variegata,
6572,775,Upright Dead Coral - Turf Algae,
1912,775,Silt_Mud_Sand,
9726,772,Stone with substrate,
3237,771,Dead encrusting coral,
7938,769,Ruppia maritima,
4987,765,Nemacystus decipiens,
1979,763,Lobophora spp.,Lobophora
5846,760,ARMS-Brown algae,
1908,759,Jania rubens,
2441,757,Bleached Crustose Coralline Algae,
483,755,Telesto sp.,
4294,752,Dictyota with Sediment,
9606,751,Porites thick pale,
3305,750,Rock Crustose Coralline Algae,Crustose coralline algae
65,750,Herpolitha,Herpolitha
8675,749,Turf algae A,
8075,749,Bleached Montastrea cavernosa,
4548,747,Caulerpa taxifolia or similar,
756,746,Kelp (unidentifed Laminariales),
2193,740,Montipora patula bleached,Bleached coral
1587,737,Bare Panel,
1309,736,CRED-Psammocora spp,Psammocora
8103,735,Paramuricea Clavata,
6102,725,Hedophyllum sessile,
1027,723,Obelia spp.,
1994,720,Dead Massive Coral,
2800,714,Pterocladiella capillacea,
3831,707,Dendronephthya,Nephtheidae
1947,705,Pavona decussata_divaricata_frondifera,Pavona decussata
6797,705,Bleached Montastraea cavernosa,
4290,703,"Short productive algal turfs (SPATs),",
3624,702,Darwinella cf. rosacea,
1586,702,Macroalgae: Encrusting: calcareous,
10064,701,Tubulipora brown star,
1276,695,CRED-Echinopora spp,Echinopora
136,695,Cladiella,Cladiella
2659,692,Orbicella,Orbicella
4270,687,Tunicates,Tunicate
7191,686,Cymodocea nodosa,
2483,686,Fused Rubble,
7932,685,Desmophyllum dianthus,
6360,683,Montipora nodosa,
4822,682,Bleached Porites astreoides,
7652,682,Rare Coral (LOF),
5235,682,Cyanobacteria_filamentous,
1385,679,Plexaurella spp.,Octocorallia
575,679,Saccharina latissima,
6578,678,Pavement - Halimeda,
229,674,Molluscs,Other invertebrates
441,674,Pavona duerdeni,Pavona duerdeni
3205,673,Polychaete - tube worm,
4964,671,Out of quadrat,
1442,670,Calcifying algae: Halimeda,Halimeda
424,668,Chrysocystis fragilis,Chrysocystis fragilis
415,668,Amphimedon compressa,
1626,667,Semibalanus balanoides,
1138,667,"Green algae, unidentified",Macroalgae
3209,661,Hypnea,Hypnea
4326,660,Hildenbrandia rubra,
8097,660,Filamentous Red Macroalgae,
3316,659,Canistrocarpus cervicornis,
2782,657,Thin Soft Octocoral,
2374,654,Shade,
8852,652,Cladiella sp. Bleached,
6154,649,Cover - Abundance of Live massive Porites spp,
7369,649,Pavement - Cyanobacteria,
3201,645,Red algae - branching,
8057,645,Thin plates rounded corallites,
2964,645,Aplysina spp.,Aplysina
5487,643,CCA Dead,
1797,643,Clionid spp.,Porifera
360,643,Worms: Polychaetes,Other invertebrates
7788,640,Mytilus shells,
5648,639,Sargassum fluitans,Sargassum fluitans
408,637,Ircinia_massive,
5921,636,Cliona varians,
531,630,Crustose Coralline,
2011,629,Cyanobacterium sp.,Cyanobacteria
989,628,Antipatharia,Antipatharia
9723,627,Other BCM type,
599,625,Pocillopora verrucosa,Pocillopora verrucosa
3132,623,Diplosoma Sp.,
4929,621,Porites_encrusting,
1956,620,Montastrea spp.,
1614,619,Plesiastrea,Plesiastrea
1893,616,ARMS-CREP-Hydrozoa,
9603,615,Porites branching bleached,
9593,611,Red non-calcareous filamentous algae,
1717,610,Axinella sp,
1268,610,CRED-Acanthastrea spp,Acanthastrea
3726,606,Sponges: Terpios,Sponge
6110,606,Pyropia sp.,
7801,605,Cystoseira barbata Polysiphonia subul,
564,604,Blue-Green Algae,Macroalgae
4979,604,Esponja-sp-3,
1477,598,Bugula neritina (canopy),
8388,597,Gracilaria secundata,
4619,594,Chondrosia sp.,
8819,594,Pocillopora fluorescence,
7578,593,White Montastraea cavernosa,
3457,592,Hard Coral Corymbose,Hard coral
3344,591,Dead coral algae,
5943,591,Dead algae,
3063,590,Bleached Siderastrea,
766,590,Bleached Porites cylindrica,
1284,589,CRED-Heliopora spp,Heliopora
638,586,Trash,Other
8818,586,Pocillopora recent dead,
1459,574,Other Soft Corals,
7803,574,Cladophora vadorum,
9690,570,Cyanobacteria Smothering Live Coral,
4558,569,Bleached Encrusting,
4598,568,Encrusting Coral (PALE),
135,567,Sea anemone,Anemone
8403,567,Gracilaria secundata/BAL,
5947,563,Long spines sea urchin,
6834,562,Telesto fruticulosa,
3013,559,Dead Coral (LOF),
514,558,Wreck,
3666,557,Anomia ephippium,
4905,555,Unknown Hard Coral,
9026,554,tapered diatom chain,
1133,553,"Red algae, crustose coralline",Crustose coralline algae
8564,552,Actinaria,
9426,551,Batophora ssp.,
8712,550,Ralfsia cf. Verrucosa,
4988,549,Montipora Mounding,
7055,549,Lithophyllum,
4398,544,Biologically Cemented Sediment,
1376,543,Siderastrea radians,Siderastrea radians
4974,542,Ascidia-sp-2,
9890,542,Pione sp,
3954,538,Holothuroidea,Sea cucumber
4912,536,Desmapsama sp.,Porifera
1738,535,Unidentified Fouling,
9602,532,Porites Branching Pale,
340,532,Ascidians: stalked: Solitary,
9607,532,Porites thick bleached,
8381,530,Oyster/BAL,
8810,528,Seriatopora pale,
8164,527,Peyssonnelia squamaria,
4794,526,Amphibolis,
2962,525,Agaricia spp.,Agaricia
5035,524,Echinopora_foliose,
1892,523,ARMS-CREP-Gastropoda,
6222,523,Pavona chiriquiensis,
1188,523,Agaricia humilis,Agaricia humilis
606,522,Acropora (plating),Acropora
2013,520,Lyngbya spp.,Lyngbya
7096,519,Pleurophycus gardneri,
820,519,Acrosiphonia spp.,
301,517,Macroalgae: Laminate,Macroalgae
1914,516,Spirobranchus sp.,
328,516,Bryozoa: Soft,
9977,516,Serpulidae striped tube,
6153,515,Cover - Abundance of Live Acropora spp.,
556,515,Soft Coral plumes,
2186,514,Bleached Montipora flabellata,Bleached coral
430,511,Stypopodium sp.,Stypopodium
7813,510,Dictyota kunthii,
5705,509,Orange Keyhole sponge,
1795,505,Briareum,Briareum
419,505,Palythoa sp,Palythoa
5706,505,Bubble Algae,
7589,503,Perophora listeri,
451,497,Unidentified Red,
4127,494,Red Macroalgae,
8374,494,Fluorescent Coral (porites),
3956,493,Psolus sp.,
5309,492,CCA,
4252,490,Sponges,
4483,490,Astreopora myriophthalma,
8622,489,Durvillea antarctica,
2601,486,Other Hard Coral Bleached (white),
8392,486,Dead Oyster/BAL,
1906,484,ARMS-CREP-Unclassified/Unknown,Unknown
5048,482,Goniastrea_massive,
2459,480,Porolithon,
2932,479,Macroalgae:ErectFineBranching:Brown:Lobospira,
8101,479,Other Living,
8401,476,Oyster/Gracilaria secundata,
3657,475,Diplosolen obelia/Plagioecia sp.,
7396,473,Chaetopterus variopedatus,
4927,472,Turf_filamentous,Turf algae
8404,472,Dead Oyster/Gracilaria secundata,
4015,472,Polychaeta,Other invertebrates
2427,471,Tubipora,Tubipora
3500,469,CRED-Phymastrea spp,Favites
1855,469,Dead Hard Coral,
6069,463,Dictyota menstrualis,
3039,463,Branched algae,
1147,463,Cliona celata,
5644,462,Padina gymnospora,
1405,459,Massive or encrusting sponges,
512,458,Colpomenia sinuosa,Colpomenia
7190,455,Gongolaria barbata,
5327,455,Arborescent Acro 20-50cm,
9610,455,Porites branching yellow morphology pale,
8628,454,Unimportant,
6837,454,Rhodymenia pseudopalmata,
2540,453,Caulerpa spp.,
8092,453,Blank Reefball,
1288,452,CRED-Leptoseris spp,Leptoseris
7930,451,Yellow encrusting sponge Patagonia,
9150,451,small square diatom,
2209,450,Bleached Porites compressa,Bleached coral
498,448,Diadema antillarum,Diadema antillarum
2549,448,Brown encrusting alga,
8865,447,Pocillopora Purple Morphology healthy,
7545,447,Middle Size Reef,
549,445,Hydroid/Bryozoan,
5328,445,Arborescent Acro >50cm,
2530,443,Brown turfing algae,
2130,442,Sertularia sp.,
10830,442,Encrusting Flesh Algae,
8370,440,Condition_Partial Bleaching & Mortality,
2559,438,Dead oysters,
5128,438,Coelogorgia_arborescent,
6169,438,Brain Corals,
974,437,Acroporidae Other,
7323,435,Upright Dead Coral - Fleshy Algae,
9315,435,Caulacanthus okamurae,
4819,433,Pavona encrusting,
632,432,Non-Acropora submassive,Hard coral
6035,431,Phaeophyta,
620,428,Montipora (branching),
1545,427,Acropora clathrata,
8574,426,Errina antarctica,
4593,426,Recently dead closed Acropora,
6239,424,Tubastraea aurea,
1318,424,CRED-Giant clam,Tridacna giant clam
525,424,Encrusting Bryozoan,
8831,423,Porites Paling Hypermycosis,
6727,423,Coral mounding dead,
4475,423,Acropora digitifera,
8586,422,Microporella hyadesi,
7609,422,Cyanobacteria_brown,
2129,421,Oculina arbuscula,
3546,421,Rodolito Vivo,
6702,420,Blue pipe,
8043,420,Large daytime expanded polyps,
7811,419,Cystophora scalaris,
9611,416,Porites branching yellow morphology bleached,
7341,411,Turf algae on Dead Acropora (tabulate),
4940,410,Boergesenia,
6616,410,Red Calcified Macroalgae,
7924,410,Cannot Identify,
10657,409,Petrocelis,
505,409,Zonaria tournefortii,
3239,408,Mussismilia hispida,Faviidae
7809,408,Codium convolutum,
3659,407,Adeonella calveti,
1659,407,Alaria esculenta (canopy),
6108,406,Mastocarpus sp.,
3471,406,Thalassondendron ciliatum,
6024,404,Codium spp.,
9148,401,not in focus,
10090,401,External edge,
7888,401,Capreolia,
7579,398,Mycale (Carmia) senegalensis,
5069,396,Montipora_massive,
4500,387,Dead Acanthophora spicifera,
8036,387,Branching with Axial Corallite,
3959,387,Gastropoda,
7925,385,Orange Encrusting Sponge Patagonia,
4667,384,Schizoporella errata,
501,384,Dictyopteris hoytii,
4095,383,Chlorophyta,
4803,382,Ascophyllum nodosum,
3533,382,Echinopora Branching,
7719,381,Didemnum studeri,
1291,380,CRED-Merulina spp,Merulina
1636,379,Bad point,
5994,379,Green diplosoma,Ascidian
7473,379,EAM: with sand,
9303,378,brownish macroalgae,
7390,377,Lithodes santolla,
983,370,Faviidae,
8037,369,Branching with No Axial Corallite <2mm,
6910,368,Outside quadrat,
1275,366,CRED-Echinophyllia spp,Echinophyllia
6858,366,Hedophyllum nigripes,
327,365,Macroalgae: Articulated calcareous: green,
6897,364,Cymathere triplicata,
4989,364,Unknown-10,
7416,363,Primnoella chilensis,
5581,362,Not Applicable,
3067,359,Green sponge,
7845,358,Kina,
287,358,Sponges: Erect forms,Sponge
6739,357,Debris Mix,
7461,356,Brown_filamentous_algae,
5002,353,Esponja-sp-10,
5736,351,Dead Submassive Coral,
112,350,Montastrea franksi,
4234,349,Aplidium stellatum,
2489,348,Bleached Seriatopora,
9304,348,Beige patches encrusting rock,
2418,348,Holothuria,Holothuria
218,347,Asparagopsis,Asparagopsis
557,342,Serpulidae worm,
9695,342,Zoanthus pacificus,
437,341,Kappaphycus sp.,Rhodophyta
538,339,Halymenia elongata,
6308,339,Psolus fabricii,
1909,338,Ellisolandia elongata,
7926,337,White Encrusting Sponge Patagonia,
3812,335,Clathria sp.,
3295,335,Hard Coral plate,Hard coral
1471,335,Balanus/Amphibalanus spp.,
4729,335,Dead Acropora,
8189,334,Lithophyllum necrosed,
1600,334,Trash: Human Origin,
7463,334,Brown_algal_dots,
4918,333,Bleached Pseudodiploria strigosa,
3868,333,Deep-pink CCA,
7410,333,Scopalina sp.,
9316,331,Caulacanthus sp,
6857,328,Bleached Fucus distichus,
5413,328,Cerianthus sp.,
1448,327,Filamentous Macroalgae,
2201,327,Bleached Pocillopora meandrina,Bleached coral
7889,327,cladhymenia,
2537,326,Sargassum spp.,Sargassum
1775,326,Dichocoenia stokesi,Dichocoenia stokesii
1557,325,Leptastrea transversa,Leptastrea transversa
7651,324,Target,
1407,324,BRA: Acropora Bottlebrush,
1313,323,CRED-Hydrocoral,Hydrocoral
7218,318,All  Other,
10208,317,Hippothoa,
7890,317,pterocladia lucida,
281,317,Sponges: Massive forms: Barrels,Sponge
8362,317,Condition_Healthy,
6107,316,Mazzaella sp.,
4732,315,Terrigenous Organic Matter,
8206,315,Hard tube-building polychaetes,
153,315,Encrusting Montipora,
3374,315,Sandy_Substrate,Sand
193,315,Oxypora,Oxypora
228,312,Echinoderms,Other invertebrates
5283,312,Submassive 20-50cm,
6849,312,Gymnogongrus griffithsiae,
3483,310,Mussel,
9508,309,Paracentrotus gaimardi,
7413,309,Clavularia magelhaenica,
9854,308,Pylaiella littoralis,
4620,306,Pale Other Acropora,
1161,304,Schizoporella sp.,
10444,303,Red Algae - Epiphyte,
178,302,Sea fans/plumes,Alcyonacea
4051,300,Ascidiacea,Ascidian
7482,299,PLUG,
718,299,Erect coralline red algae,
148,299,Erect sponge,
694,298,Clavularia spp.,
1164,297,Laurencia spp.,Laurencia
1041,297,Dictyosphaeria cavernosa,Dictyosphaeria
5737,297,Dead Branching Coral,
2556,295,Spirorbidae,
7944,294,Gyrosmilia interrupta,
8488,292,Sclerophytum,
1314,292,CRED-Anemone,Anemone
7792,292,Rapana venosa,
5336,291,Acropora muricata bleached,
10264,290,Spyridia hypnoides,
9686,290,Staghorn Dead,
7790,289,Phyllophora crispa,
7720,287,Metacarcinus edwardsii,
3358,287,Montipora turgescens,
7352,287,Ecklonia maxima,
3447,287,Anthothoe chilensis,
6717,286,Montastraea cavernosa - Dead,
4591,285,Old dead Acropora (branching),
1301,285,CRED-Pavona spp_foliose,Pavona
8452,285,Zostera noltei,
7742,280,Antillogorgia americana,
608,277,Ctenactis,Ctenactis
4994,276,Monanchora-sp-3,
4977,276,Unknown-8,
1812,274,Crassostrea virginica,
3640,274,Branching Coralline Algae,Coralline algae
4488,274,Merulina ampliata,
4998,273,Aplysina spp,
8210,273,Arborescent bryozoans,
3461,272,Oulophyllia,Oulophyllia
8379,272,Oyster/Corallina,
2541,269,Udotea spp.,Udotea
8338,269,Millepora exaesa,
1794,269,Erythropodium (encrusting),
8357,269,Merulinidae,
6843,268,Antithamnion spp,
3240,267,Mussismilia harttii,Faviidae
2544,267,Dead Gorgonian,
3689,266,Ascidia mentula,
1256,266,Phorbas topsenti,
4328,265,Lyngbya majuscula,
4572,264,aetea spp.,
7619,263,Isopora (branching),
4586,263,Acropora branching (pale),
1511,262,Halichondria sp. (Blue),
7236,262,Halophila minor,
381,261,Dlabyrinthiformis,
5906,260,Neoagarum fimbriatum,
2184,259,Montipora capitata tissue loss,
1456,257,Sponges: Vase,Sponge
9699,255,Dictyotaceae,
5869,255,Montipora Encrusting Healthy,
8762,254,Old Dead Coral,
7384,254,Munida gregaria,
3097,253,Hard Coral (columnar),Hard coral
203,253,Bleached Acropora branching,Bleached coral
8200,252,Sediment_STRI,
3643,252,Unknown Invert,
968,250,Dipsastraea matthai,
3095,249,Hard Coral (free-living),Hard coral
7419,247,Cellaria sp.,
7546,247,Big Size Reef,
9390,246,Xiphophora chondrophylla,
6124,244,Gorgonia Vermelha Grande,
1488,243,Cliona spp.,
8587,242,Adeonella sp. 2,
726,242,Membranipora serrilamella,
4108,242,Sponge: massive violet,
313,241,Macroalgae: Erect fine branching,Macroalgae
418,241,Neomeris,Neomeris
2970,240,Iotrochota,
3041,240,Fan Worm,
8716,234,Unknown Coralline Algae,
561,234,Bright Orange Crust,
7027,234,Turf Algae-covered Goniopora,
114,234,Stephanocoenia michellini,Stephanocoenia intersepta
7939,233,Myriophyllum spicatum,
7037,232,Cobble (gravel),
3238,232,Mussismilia braziliensis,Faviidae
6136,230,Coral Black Ramificado,
2126,230,Clavelina sp,
191,229,Fungiidae,
7003,229,Sporochnus cf. pedunculatus,
4229,229,Worm tube,
7886,229,lophurella caespitosa,
205,229,Bleached Acropora corymbose,
8078,228,Bleached Porites porites,
10219,228,Other dead,
7769,228,senescing red algae,
10209,227,Dead read encrusting algae,
8573,227,Muriceides sp,
3733,227,Undaria debris,
5162,226,Actiniaria,
8359,226,Deep Sand,
3656,226,Schizobrachiella sanguinea,
3618,226,Sponge: Repent,
7762,226,bull kelp stipe,
2122,226,Cystoseira sp,
1896,225,ARMS-CREP-Vermetidae,
3665,225,Miniacina miniacea,
8813,224,Seriatopora Healthy,
7382,224,Mud - Cyanobacteria,
2428,224,Agaricia,Agaricia
1128,223,"Red algae, unidentified encrusting",
8717,223,Unknown filamentous algae,
560,222,Compressa Orange,
8843,222,Cyphastrea Healthy,
4311,222,Diplosoma spongiforme,
2106,220,Halodule uninervis,
4507,218,Acropora austera,
2605,218,Bleached Porites (massive),Bleached coral
3707,218,Disporella sp.,
3192,217,Red algae - Crustose coralline algae,
5457,215,Acropora spp._staghorn,Acropora
7251,215,Duncanopsammia,
7540,214,Bleached branching coral,Bleached coral
5829,214,Hard Coral Other,
8085,214,Bleached Dendrogyra,
6068,213,Pterocladiella,
607,213,Caulastrea,Caulastraea
98,210,Mobile invertebrates,Other invertebrates
5666,210,Dead Non-Acropora (branching),
10068,210,polychaeta tubes,
390,209,Mycetophyllia,Mycetophyllia
8086,208,Bleached Meandrina,
3056,207,Dipsastraea favus,
8847,207,Paragoniastra Healthy,
8487,206,green boring algae (Ostreobium),
3820,205,Tubastraea,
145,205,Sea cucumber,Sea cucumber
1805,205,Hard coral bleached,
6854,204,Bleached Hedophyllum sessile,
7542,204,Bleached Hard Coral Encrusting,Bleached coral
1380,202,Briareum asbestinum,Briareum
1266,202,CRED-Columnar hard coral,Hard coral
1792,202,Wrangelia,Wrangelia
9662,201,Caldora BCM,
5323,201,Digitate Acro <20cm,
3727,200,Asteronema breviarticulatum,
1024,199,Gersemia rubiformis,
5962,199,spirobis borealis,
7896,199,Other Branching Corals,
9663,198,Dichothrix BCM,
9089,198,Clathria amabilis,
7593,197,Polysiphonia sp.,
1580,197,Culicia tenella,
3991,197,Anthozoa,
1115,197,"Red algae, erect coralline",
8004,196,Sea Rod,
3872,195,Pale yellow CCA,
5741,195,Plastic Pipe,
6109,195,Halosaccion glandiforme,
3611,195,Magellania venosa,
7372,195,Rock - CCA,
5521,194,Briozoo,
5054,193,Isopora_encrusting,
4248,192,Dead Oyster,
8096,192,Erected Red Macroalgae,
8350,192,Vermatid mollusc,
3541,191,Herbivory,
5344,191,Arb Acro - Thick >50cm,
1387,191,Muriceopsis spp.,Pterogorgiidae
4253,190,"Mobile, crab",
8207,189,Oysters_STRI,
7808,189,Champia novae-zelandiae,
3655,188,Pentapora ottomulleriana,
3489,188,Lissoclinum fragile,
177,187,Other soft coral,Soft coral
5379,187,Cespitularia,
8232,187,Tunicate_STRI,
5418,186,Acropora globiceps,
2041,185,Pycnoclavella sp.,
8390,185,Dead Oyster/Corallina,
4247,185,Live Oyster,
1991,185,Callyspongia spp.,
3030,185,Green Rock,
7332,185,Filamentosa,
8614,184,Tedania mucosa,
6856,184,Bleached Mazzaella sp.,
6760,184,Perforatus spp.,
6861,183,Polyclinum sp.,
9728,183,bare boulder rock,
5299,182,Columnar <20cm,
4934,182,Merulinidae_encrusting,
400,181,Encrusting gorgonian,
8102,181,Other Non Living,
2064,181,Montipora (foliose),
951,181,Plocamium spp.,
1884,181,ARMS-CREP-Red upright macroalgae,
8262,180,NotOfInterest,
7675,180,Labidiaster radiosus,
8867,180,Pocillopora Purple Morphology pale,
4582,179,Blue Sponge,
1714,178,Unidentified red fleshy crust,
395,178,Pseudodiploria,
8571,178,Acontiaria sp,
8215,178,Solitary ascidians,
9224,178,Fragments of live coral,
8581,178,Aurelia aff. Aurita,
280,177,Sponges: Massive forms: Simple,
9592,175,Red non-calcareous encrusting algae,
6132,174,Coral Black + Claro,
1334,174,CRED-Neomeris spp,Neomeris
1840,174,Bryozoan_branching,
4972,174,Unknown-5,
311,173,Macroalgae: Filamentous / filiform : green,
8070,172,Obelia dichotoma,
6229,172,Broken serpulid rubble,
2426,171,Nephthya,Nephtheidae
7602,168,Prosuberites longispinus,
9362,168,Beige stuff on Macrocystis,
1791,167,Liagora,Liagora
